year,CR,GPM,OPM,NPM,ROA,ROE,ROIC,ARG,CAT,TAT,TLE,TLTA,TLEBITDA,IC,DR,DY,PE,PB,UKCPI,UKINT,UKGDPG,OILM,FCFFR
2020.0,0.943,1.45,1.45,0.67,0.95,7.58,2.08,-19.85,4.701,1.353,2.061,0.673,7.924,3.681,0.0,2.05,67.542,4.336,0.85,0.23,-10.36,-32.6,0.158
2020.0,1.358,25.46,-3.13,0.34,0.23,4.0,-5.69,-5.73,1.176,0.716,11.387,0.919,5.959,-2.036,0.0,0.0,62.834,1.97,0.85,0.23,-10.36,-32.6,0.102
2009.0,0.603,37.21,9.61,5.61,7.05,21.83,11.63,0.45,6.52,1.249,2.455,0.711,4.379,0.052,55.1,8.47,9.496,1.992,2.183,0.64,-4.62,-36.39,0.297
2007.0,1.039,20.29,9.48,7.33,9.19,23.38,13.0,6.94,3.515,1.194,1.494,0.599,3.8,24.293,41.84,3.48,11.163,2.437,2.342,5.51,2.62,9.68,0.098
2019.0,2.941,42.79,13.05,9.01,4.29,11.23,4.58,7.3,0.925,0.47,1.234,0.552,5.626,5.258,80.81,2.74,24.99,2.731,1.792,0.75,1.64,-10.28,0.11
2012.0,4.28,35.61,35.61,25.35,0.8,12.23,3.35,7.5,0.126,0.031,12.706,0.927,83.165,1.053,42.06,2.17,11.435,1.339,2.842,0.5,1.51,0.78,0.26
2017.0,1.104,80.03,28.14,23.67,2.74,17.98,8.29,17.1,0.121,0.112,5.479,0.846,24.749,705.0,52.49,2.73,16.927,2.862,2.683,0.29,2.66,21.27,0.024
2006.0,0.672,27.71,27.71,43.39,14.39,46.17,8.82,20.13,2.323,0.342,6.422,0.865,6.706,3.28,19.25,17.35,4.047,4.458,2.317,4.64,2.39,19.9,0.198
2004.0,1.02,90.43,26.92,18.43,10.1,18.06,14.19,22.71,3.303,0.518,0.812,0.448,2.956,26.431,23.54,1.05,16.41,2.84,1.35,4.39,2.43,33.32,0.737
2013.0,0.979,20.3,6.48,3.58,4.19,29.85,7.75,10.98,3.438,1.133,3.46,0.776,4.32,7.895,92.39,4.77,10.897,3.439,2.567,0.5,1.79,-2.68,0.18
2021.0,1.162,66.76,2.88,0.3,0.13,1.29,2.98,0.41,1.403,0.349,1.682,0.627,5.201,1.494,3585.4,2.09,39.906,4.632,2.575,0.11,8.68,64.08,0.271
2019.0,0.859,79.82,12.45,5.48,2.19,5.4,8.06,0.1,1.629,0.413,3.205,0.762,5.76,3.923,271.84,2.82,49.437,9.07,1.792,0.75,1.64,-10.28,0.287
2009.0,1.45,73.99,30.27,19.5,13.45,51.49,27.25,16.49,1.615,0.662,2.99,0.749,3.076,11.153,56.38,4.38,12.069,6.376,2.183,0.64,-4.62,-36.39,0.52
2004.0,2.151,51.6,10.71,7.09,4.06,8.43,6.53,-4.72,1.591,0.562,1.182,0.542,7.057,4.125,77.2,3.86,1.675,1.675,1.35,4.39,2.43,33.32,0.522
2013.0,0.731,4.78,4.78,1.0,0.8,3.94,7.26,1.04,2.734,0.857,4.758,0.826,5.306,4.091,386.54,4.57,13.559,4.083,2.567,0.5,1.79,-2.68,0.451
2016.0,0.716,46.82,46.82,18.82,3.91,26.0,7.5,-2.64,3.224,0.208,7.291,0.879,9.043,2.533,57.7,3.86,22.164,5.016,0.675,0.4,1.92,-15.8,0.197
2007.0,0.979,21.64,21.64,15.66,9.51,44.26,15.64,1.01,1.522,0.531,2.368,0.703,4.267,6.522,59.03,3.11,18.634,6.633,2.342,5.51,2.62,9.68,0.332
2009.0,0.651,14.15,14.15,-30.65,0.55,6.94,1.82,-1.22,0.023,0.023,22.58,0.958,214.533,0.532,9.36,2.01,10.824,0.539,2.183,0.64,-4.62,-36.39,0.546
2020.0,22.93,7.47,7.47,5.84,0.44,16.53,8.35,-61.33,0.69,0.075,22.333,0.957,171.447,0.085,19.73,1.85,13.513,2.169,0.85,0.23,-10.36,-32.6,1.308
2015.0,0.834,32.04,13.48,13.48,4.79,10.04,3.78,1.16,2.109,0.303,0.785,0.44,5.197,4.024,51.59,8.72,1088.53,0.745,0.042,0.5,2.22,-46.1,0.467
2008.0,1.026,34.75,5.34,3.03,3.04,7.07,5.12,4.31,3.427,0.962,0.99,0.498,6.599,4.83,61.97,6.99,12.994,0.754,3.608,4.68,-0.23,35.6,-0.018
2005.0,2.794,72.81,72.81,76.5,8.91,14.04,9.44,206.08,0.113,0.113,0.557,0.358,3.263,4.104,17.68,2.06,8.285,1.115,2.042,4.65,2.74,45.31,-0.441
2022.0,0.853,17.59,9.41,4.73,2.41,23.24,9.57,12.72,0.956,0.501,5.928,0.856,11.513,4.897,63.34,3.9,11.043,2.25,9.05,1.47,4.35,39.61,0.041
2005.0,1.699,25.43,12.62,5.3,4.02,23.26,22.52,11.03,1.176,0.709,5.192,0.839,7.189,0.955,0.0,0.0,21.481,4.996,2.042,4.65,2.74,45.31,0.431
2005.0,0.93,14.9,10.91,7.54,9.29,31.18,14.38,44.89,5.156,1.119,2.564,0.719,4.404,4.306,65.08,4.37,13.521,4.065,2.042,4.65,2.74,45.31,0.471
2020.0,1.003,10.01,10.01,6.74,4.89,14.08,18.16,5.31,2.049,0.7,4.594,0.821,9.004,9.847,58.23,4.74,12.515,3.196,0.85,0.23,-10.36,-32.6,0.567
2009.0,3.281,1.99,1.99,1.41,0.31,19.58,6.94,0.0,5.364,0.211,35.134,0.972,231.886,0.046,73.52,2.12,14.614,2.571,2.183,0.64,-4.62,-36.39,-9.125
2008.0,8.313,5.31,5.31,2.91,-0.4,-23.62,-11.28,0.0,-2.32,-0.115,67.791,0.985,1.0,-4.681,-22.71,8.21,-5.217,1.198,3.608,4.68,-0.23,35.6,0.702
2003.0,2.423,73.55,73.55,57.85,2.52,4.07,2.63,-13.58,0.048,0.048,0.703,0.413,8.525,4.246,58.96,3.07,18.175,0.867,1.34,3.69,3.15,10.76,0.412
2023.0,0.762,42.77,42.77,6.11,1.12,9.65,4.41,11.41,2.606,0.178,11.517,0.92,12.099,1.405,202.69,3.57,67.937,7.547,7.383,4.68,0.1,-17.01,0.121
2014.0,0.704,150.05,150.05,155.84,9.32,4.12,10.81,-2.73,2.318,0.059,0.446,0.308,8.1,4.957,21.57,2.18,24.539,0.955,1.458,0.5,3.2,-8.49,-0.054
2021.0,0.947,2.87,2.87,1.99,2.41,10.89,3.93,-10.19,3.616,1.204,2.023,0.669,6.957,10.192,70.0,0.0,51.632,5.532,2.575,0.11,8.68,64.08,0.199
2011.0,0.957,92.18,11.91,8.38,3.43,13.36,9.9,7.4,0.888,0.406,2.582,0.721,11.29,4.743,36.39,2.55,9.766,1.241,4.475,0.5,1.15,37.93,0.057
2016.0,1.162,11.86,-1.58,0.06,0.04,3.5,0.1,-17.9,2.468,0.636,1.719,0.632,11.965,-2.372,6584.44,3.45,39.695,1.263,0.675,0.4,1.92,-15.8,-0.094
2005.0,0.212,37.9,37.9,27.01,1.33,23.33,4.23,173.29,0.851,0.032,16.441,0.943,64.958,0.619,43.1,2.21,16.153,2.375,2.042,4.65,2.74,45.31,0.167
2009.0,0.171,7.58,7.58,8.34,0.24,9.29,1.17,-32.46,0.033,0.033,16.429,0.943,150.984,0.549,100.0,2.22,18.89,1.469,2.183,0.64,-4.62,-36.39,-0.015
2019.0,2.24,17.86,17.86,-13.65,0.29,7.47,1.18,4.68,0.021,0.021,16.366,0.942,139.772,1.02,38.93,6.15,7.824,0.474,1.792,0.75,1.64,-10.28,0.121
2005.0,1.47,34.69,34.69,28.57,19.31,37.84,21.01,46.93,2.555,0.6,0.928,0.487,1.946,22.848,20.93,1.75,12.013,3.926,2.042,4.65,2.74,45.31,1.006
2013.0,1.1,76.17,23.76,19.5,2.21,18.11,7.93,26.92,0.113,0.105,6.577,0.868,29.389,481.9,44.41,1.68,18.697,3.237,2.567,0.5,1.79,-2.68,0.014
2008.0,0.951,17.99,8.71,5.86,9.11,23.7,13.71,27.0,4.328,1.259,1.478,0.596,4.033,27.176,48.9,5.21,9.392,1.716,3.608,4.68,-0.23,35.6,0.184
2017.0,2.491,15.04,15.04,9.96,0.18,6.33,0.73,-1.56,0.137,0.018,14.034,0.933,238.148,2.155,0.0,1.84,12.625,0.677,2.683,0.29,2.66,21.27,-0.025
2018.0,0.753,66.77,18.05,11.76,6.33,98.67,20.9,2.1,1.821,0.531,14.813,0.937,5.384,8.219,109.75,5.31,13.714,20.161,2.483,0.6,1.4,30.58,0.311
2004.0,1.259,78.19,28.47,19.55,17.71,65.82,39.86,-6.79,1.854,0.871,2.865,0.741,2.597,15.716,61.77,3.45,18.348,12.077,1.35,4.39,2.43,33.32,0.495
2015.0,1.404,23.59,7.66,4.13,5.1,7.4,9.37,-1.11,3.326,1.253,0.569,0.363,2.524,13.906,52.4,1.11,31.688,3.752,0.042,0.5,2.22,-46.1,0.243
2009.0,1.131,17.51,5.35,3.84,4.45,25.8,8.77,5.23,3.151,1.13,3.569,0.781,5.884,4.871,77.58,4.4,13.151,3.39,2.183,0.64,-4.62,-36.39,0.325
2010.0,1.14,26.33,13.74,8.63,10.0,24.29,20.24,2.09,3.733,1.163,2.312,0.698,4.222,11.496,38.03,3.91,14.055,2.937,3.308,0.5,2.24,28.19,0.355
2017.0,0.895,76.9,32.74,191.6,41.46,55.71,24.3,32.63,1.401,0.139,1.313,0.568,9.477,5.926,10.68,3.01,20.622,1.887,2.683,0.29,2.66,21.27,0.226
2006.0,0.817,22.45,22.45,0.57,0.3,31.95,12.65,1.13,1.298,0.478,3.566,0.781,5.296,5.728,46.28,3.38,13.108,7.547,2.317,4.64,2.39,19.9,0.246
2017.0,2.343,46.49,20.55,17.2,11.71,26.07,19.99,11.22,1.615,0.636,1.451,0.592,4.444,10.212,30.44,2.75,12.468,2.885,2.683,0.29,2.66,21.27,0.236
2019.0,0.638,7.89,2.07,0.64,0.74,6.14,5.21,1.94,3.838,1.036,2.599,0.722,8.943,3.5,144.74,5.0,11.323,0.634,1.792,0.75,1.64,-10.28,0.082
2022.0,0.859,72.06,8.13,7.41,3.26,5.89,6.6,0.19,1.928,0.451,1.604,0.616,4.149,4.249,136.79,2.04,30.724,5.676,9.05,1.47,4.35,39.61,0.302
2018.0,9.027,90.75,90.75,90.35,20.03,22.78,20.89,-6.8,0.205,0.205,0.125,0.111,0.58,40.784,19.78,3.08,5.654,1.179,2.483,0.6,1.4,30.58,0.0
2011.0,1.115,175.01,175.01,178.44,12.18,5.7,14.29,-15.92,4.587,0.065,0.566,0.362,8.986,5.451,21.68,2.51,15.967,0.835,4.475,0.5,1.15,37.93,-0.013
2009.0,4.456,6.12,6.12,1.82,0.31,15.56,0.31,190.9,1.402,0.168,22.491,0.957,90.241,0.051,63.49,4.35,6.527,0.725,2.183,0.64,-4.62,-36.39,0.195
2004.0,3.098,8.15,8.15,6.62,7.15,9.43,8.02,5.22,1.859,1.064,0.389,0.28,2.243,18.304,37.88,2.29,15.22,1.489,1.35,4.39,2.43,33.32,0.333
2010.0,0.916,48.81,48.81,25.65,4.16,30.48,8.21,-35.19,1.86,0.163,5.406,0.844,7.57,3.706,57.94,5.94,8.465,2.526,3.308,0.5,2.24,28.19,0.517
2007.0,0.074,29.57,29.57,29.09,0.94,28.24,2.9,6.52,2.029,0.032,27.438,0.965,59.874,0.31,61.58,7.34,8.105,2.145,2.342,5.51,2.62,9.68,0.511
2023.0,0.858,16.97,3.58,0.74,0.4,27.43,4.43,2.88,1.065,0.558,5.946,0.856,8.1,1.502,382.52,4.92,8.883,2.243,7.383,4.68,0.1,-17.01,0.079
2023.0,1.004,22.53,22.53,36.0,8.31,9.3,4.77,17.4,2.363,0.234,2.136,0.681,9.863,2.927,26.01,3.75,17.252,1.448,7.383,4.68,0.1,-17.01,0.072
2018.0,0.485,59.38,59.38,-5.06,-0.3,-0.4,3.01,5.46,3.462,0.06,0.393,0.282,7.762,4.161,-762.07,4.38,-162.928,0.69,2.483,0.6,1.4,30.58,-0.327
2008.0,0.9,93.75,11.45,5.87,2.11,10.19,6.62,20.87,0.685,0.306,3.105,0.756,16.706,3.07,40.29,3.2,11.507,0.848,3.608,4.68,-0.23,35.6,0.076
2013.0,1.267,79.54,14.44,9.94,4.67,8.47,8.34,-0.08,1.34,0.487,1.404,0.584,2.607,7.815,137.25,4.93,13.292,3.201,2.567,0.5,1.79,-2.68,-0.026
2017.0,1.104,8.24,8.24,4.8,3.6,12.18,16.44,-3.18,2.055,0.748,3.845,0.794,6.976,7.025,83.85,3.75,15.271,3.839,2.683,0.29,2.66,21.27,0.226
2009.0,0.932,48.32,12.61,8.46,9.21,32.51,16.8,-1.73,3.699,1.08,1.953,0.661,3.523,10.546,34.1,4.18,17.536,5.026,2.183,0.64,-4.62,-36.39,0.446
2010.0,1.126,75.5,26.53,21.39,2.6,15.83,13.71,50.02,0.116,0.108,6.431,0.865,33.432,763.6,33.09,1.74,18.474,2.799,3.308,0.5,2.24,28.19,0.098
2023.0,0.746,5.91,5.91,4.24,6.53,24.05,12.31,21.62,4.464,1.444,2.41,0.707,5.266,19.933,69.1,1.82,24.467,5.668,7.383,4.68,0.1,-17.01,0.205
2006.0,1.007,30.67,30.67,91.64,13.62,4.63,3.91,12.39,4.504,0.13,0.872,0.466,11.135,2.682,12.88,2.39,5.963,1.333,2.317,4.64,2.39,19.9,0.407
2005.0,1.397,39.62,13.35,9.04,7.86,18.71,15.18,12.21,2.234,0.764,1.652,0.623,4.788,9.465,60.04,2.86,19.874,3.64,2.042,4.65,2.74,45.31,0.186
2021.0,1.935,46.96,46.96,33.22,21.06,43.4,31.91,42.33,2.558,0.607,0.818,0.45,1.353,54.226,60.84,14.1,5.098,1.895,2.575,0.11,8.68,64.08,1.434
2004.0,0.719,6.33,6.33,0.02,0.01,2.43,5.83,5.13,1.725,0.542,4.935,0.809,9.269,2.469,-1583.33,4.28,-371.226,2.647,1.35,4.39,2.43,33.32,0.389
2011.0,2.36,40.9,32.22,19.82,8.87,16.73,12.25,9.37,1.154,0.307,0.677,0.404,3.461,11.923,20.28,1.78,10.098,1.032,4.475,0.5,1.15,37.93,0.161
2022.0,0.766,116.48,116.48,123.44,7.28,5.96,7.33,8.81,1.504,0.055,0.614,0.38,11.593,11.884,31.52,3.27,12.89,0.727,9.05,1.47,4.35,39.61,0.266
2006.0,0.977,27.77,8.42,-0.95,-1.27,-11.84,-1.27,21.97,3.043,1.481,5.747,0.852,4.872,5.614,-259.27,2.96,-83.77,7.908,2.317,4.64,2.39,19.9,0.013
2013.0,2.25,46.0,7.47,4.81,6.95,17.46,12.27,-2.51,2.48,1.437,1.265,0.558,3.819,10.988,86.4,4.67,16.892,2.897,2.567,0.5,1.79,-2.68,0.243
2012.0,1.37,80.72,29.13,22.31,11.73,19.69,19.36,-0.17,1.505,0.536,1.236,0.553,2.348,14.951,56.57,6.38,7.69,2.46,2.842,0.5,1.51,0.78,0.182
2019.0,2.058,73.96,15.86,11.68,6.91,18.18,10.25,4.77,1.659,0.574,0.809,0.447,2.37,13.712,54.66,1.54,22.735,4.185,1.792,0.75,1.64,-10.28,0.54
2010.0,1.235,59.86,28.23,19.9,10.33,30.25,13.96,3.04,1.885,0.701,2.347,0.701,3.131,6.361,58.17,3.63,13.945,5.756,3.308,0.5,2.24,28.19,0.382
2003.0,0.059,32.98,32.98,33.68,1.29,23.58,4.58,8.57,3.657,0.038,23.347,0.959,49.992,0.772,58.68,7.61,7.702,2.421,1.34,3.69,3.15,10.76,0.311
2019.0,0.686,34.91,34.91,19.98,2.78,13.98,5.11,4.76,2.521,0.138,3.239,0.764,9.274,2.737,77.45,4.94,13.11,1.785,1.792,0.75,1.64,-10.28,0.385
2019.0,2.127,51.98,5.71,6.82,3.39,8.71,5.54,-6.3,1.219,0.506,0.77,0.435,4.067,3.299,55.88,2.95,1.152,1.152,1.792,0.75,1.64,-10.28,0.265
2019.0,0.783,44.01,16.75,10.82,8.94,54.9,14.96,1.96,3.278,0.831,3.667,0.786,4.119,12.983,76.34,3.24,19.224,9.684,1.792,0.75,1.64,-10.28,0.344
2012.0,0.9,5.02,5.02,3.58,6.49,20.73,14.33,6.77,5.391,1.832,1.848,0.649,4.375,11.013,66.37,2.98,18.184,3.912,2.842,0.5,1.51,0.78,0.254
2015.0,0.969,19.35,19.35,11.88,8.2,287.21,30.23,-1.68,2.389,0.657,32.652,0.97,4.208,6.552,46.79,2.52,15.802,45.384,0.042,0.5,2.22,-46.1,0.289
2016.0,5.054,82.26,82.26,81.52,15.61,18.69,16.48,4.3,0.171,0.171,0.247,0.198,1.279,18.277,25.7,4.28,5.75,0.996,0.675,0.4,1.92,-15.8,0.832
2003.0,0.138,31.62,31.62,20.89,1.08,16.63,4.29,46.11,2.7,0.045,13.761,0.932,56.28,0.851,63.42,3.31,18.272,2.374,1.34,3.69,3.15,10.76,0.163
2006.0,0.861,94.98,13.12,7.38,3.0,12.19,9.37,9.94,0.848,0.402,2.75,0.733,11.217,4.524,30.88,1.37,19.911,2.214,2.317,4.64,2.39,19.9,0.076
2008.0,7.185,0.0,0.0,0.0,-0.18,31.49,0.0,0.0,-0.885,-0.048,41.156,0.976,-791.086,-0.015,-118.13,2.86,-26.262,2.034,3.608,4.68,-0.23,35.6,17.172
2020.0,1.103,36.96,2.43,0.07,0.07,7.06,0.59,-1.47,3.04,0.966,1.053,0.513,4.789,3.485,832.5,5.27,10.206,0.742,0.85,0.23,-10.36,-32.6,0.111
2017.0,2.004,13.92,16.67,8.33,6.05,14.12,10.15,22.76,1.51,0.408,0.889,0.471,4.4,10.201,-43.37,2.44,14.365,0.921,2.683,0.29,2.66,21.27,0.415
2018.0,0.947,78.84,23.25,19.22,2.4,15.84,7.11,4.57,0.18,0.134,4.422,0.816,21.07,679.2,62.26,4.54,12.428,1.906,2.483,0.6,1.4,30.58,0.022
2020.0,1.008,27.41,8.0,8.0,-3.89,-2.96,-2.43,-4.38,1.079,0.298,1.098,0.523,3.256,2.293,-287.23,9.42,12.122,0.605,0.85,0.23,-10.36,-32.6,0.234
2006.0,0.048,36.12,36.12,24.54,0.75,15.89,1.65,13.34,4.129,0.029,18.157,0.948,65.117,0.648,39.7,4.34,10.454,1.381,2.317,4.64,2.39,19.9,0.028
2009.0,1.505,27.77,14.59,9.24,17.84,218.4,39.82,-1.73,3.047,1.858,11.53,0.92,2.698,9.723,35.26,5.03,6.901,15.071,2.183,0.64,-4.62,-36.39,0.44
2019.0,1.555,26.56,26.56,18.56,8.96,21.13,11.57,6.52,2.593,0.511,0.941,0.485,2.069,11.309,77.74,11.1,10.469,2.14,1.792,0.75,1.64,-10.28,0.943
2003.0,2.876,44.39,44.39,18.55,2.57,3.96,5.26,20.86,4.749,0.138,0.619,0.382,5.951,2.021,76.42,4.69,16.383,0.677,1.34,3.69,3.15,10.76,0.419
2005.0,0.535,7.78,5.62,3.97,6.95,15.84,9.17,9.91,11.155,1.68,1.329,0.571,4.347,8.098,43.37,1.87,17.865,2.775,2.042,4.65,2.74,45.31,0.064
2010.0,0.154,22.94,22.94,18.27,0.55,8.91,1.96,-0.41,0.029,0.029,14.845,0.937,121.902,0.84,49.31,1.94,14.471,1.159,3.308,0.5,2.24,28.19,0.026
2008.0,2.051,71.67,20.73,9.92,8.41,29.76,17.65,12.82,1.523,0.671,1.653,0.623,3.366,10.944,30.71,1.54,18.822,3.323,3.608,4.68,-0.23,35.6,0.265
2018.0,0.96,19.07,9.49,8.15,3.15,13.81,6.43,-0.76,0.818,0.385,2.454,0.71,11.444,4.551,70.42,6.62,8.661,1.15,2.483,0.6,1.4,30.58,0.096
2023.0,0.91,12.66,12.66,9.21,3.72,14.87,7.95,-0.81,2.187,0.392,2.635,0.725,4.783,5.346,39.69,5.19,6.711,0.998,7.383,4.68,0.1,-17.01,0.073
2007.0,0.114,27.25,27.25,22.96,0.91,16.27,4.06,24.61,0.035,0.035,16.385,0.942,88.711,0.416,52.73,3.01,10.461,1.458,2.342,5.51,2.62,9.68,0.321
2005.0,1.386,0.0,0.0,0.0,-162.45,382.3,0.0,0.0,0.0,0.0,-2.565,1.241,-0.708,-22.93,41.41,4.21,-1.157,-4.422,2.042,4.65,2.74,45.31,-6.037
2015.0,0.634,42.17,14.27,9.22,9.79,34.76,18.22,9.98,4.136,1.003,2.252,0.692,4.011,13.872,68.79,3.42,22.622,7.005,0.042,0.5,2.22,-46.1,0.303
2007.0,3.92,-3.0,-3.0,-7.06,-0.94,-23.71,-0.94,-8.79,1.244,0.127,19.297,0.951,-279.154,-0.02,67.49,2.83,-5.985,1.115,2.342,5.51,2.62,9.68,-0.017
2009.0,0.991,2.28,0.42,0.44,0.71,31.76,1.93,66.65,3.149,1.431,4.973,0.833,9.112,0.367,519.69,5.41,10.791,3.431,2.183,0.64,-4.62,-36.39,-0.15
2020.0,1.092,14.28,14.28,7.57,3.49,14.95,8.4,-2.23,1.91,0.432,2.595,0.722,4.838,6.648,26.4,13.05,5.28,0.789,0.85,0.23,-10.36,-32.6,0.174
2017.0,0.733,43.25,17.07,11.21,10.32,42.03,19.37,1.9,3.118,0.878,3.19,0.761,3.966,16.007,66.12,3.04,20.461,8.835,2.683,0.29,2.66,21.27,0.282
2018.0,2.413,14.75,14.75,-10.12,0.21,6.5,0.91,7.09,0.02,0.02,16.769,0.944,151.875,1.055,31.58,6.43,7.357,0.404,2.483,0.6,1.4,30.58,-0.123
2017.0,0.634,42.06,14.91,9.22,4.42,25.7,9.75,8.38,2.216,0.493,3.978,0.799,6.177,4.149,115.98,5.03,19.008,4.884,2.683,0.29,2.66,21.27,0.254
2016.0,0.822,5.27,1.99,0.26,0.31,2.91,2.64,-5.26,3.673,1.228,4.096,0.804,15.276,2.77,0.0,0.0,65.56,1.74,0.675,0.4,1.92,-15.8,0.073
2014.0,1.101,77.7,26.43,21.47,2.21,17.33,8.5,6.37,0.1,0.095,6.978,0.875,32.221,512.6,51.08,2.34,18.224,2.99,1.458,0.5,3.2,-8.49,0.075
2023.0,1.688,27.43,27.43,18.61,10.04,22.18,16.25,-2.72,2.579,0.536,0.838,0.456,2.18,7.747,70.13,5.49,10.102,2.147,7.383,4.68,0.1,-17.01,0.764
2004.0,1.262,30.86,17.9,20.86,7.25,11.98,7.9,40.95,1.627,0.368,0.929,0.482,5.291,6.01,23.44,2.45,8.59,1.272,1.35,4.39,2.43,33.32,0.208
2022.0,11.682,96.96,96.96,97.61,33.05,36.63,33.58,111.57,0.295,0.295,0.094,0.086,0.295,76.264,11.19,2.91,3.331,1.048,9.05,1.47,4.35,39.61,2.39
2006.0,1.072,3.95,3.95,2.5,0.41,11.59,6.04,-14.82,4.425,0.162,37.527,0.974,152.605,0.078,47.35,1.87,19.769,3.074,2.317,4.64,2.39,19.9,0.264
2018.0,1.582,52.94,12.33,14.24,7.45,12.83,12.13,-8.51,1.223,0.522,0.747,0.428,3.007,12.119,24.47,1.86,1.62,1.62,2.483,0.6,1.4,30.58,0.248
2006.0,0.488,7.68,5.58,3.98,7.35,16.97,10.71,16.5,10.753,1.749,1.389,0.581,4.314,9.141,43.0,1.67,16.87,2.805,2.317,4.64,2.39,19.9,0.054
2003.0,0.977,35.26,8.38,2.81,2.06,17.24,6.12,-37.55,1.905,0.649,1.076,0.518,6.636,6.164,103.33,2.77,29.482,1.118,1.34,3.69,3.15,10.76,0.086
2014.0,1.218,12.42,12.42,15.04,13.84,137.47,13.9,-2.83,2.77,0.973,16.884,0.944,3.962,4.733,17.97,1.95,16.084,22.111,1.458,0.5,3.2,-8.49,0.251
2004.0,4.76,4.57,4.57,3.17,0.57,20.58,13.35,10.28,1.395,0.168,25.61,0.962,132.286,0.075,45.45,3.14,11.394,1.594,1.35,4.39,2.43,33.32,0.233
2023.0,0.722,36.95,18.82,12.88,7.7,32.41,16.31,6.92,2.103,0.613,3.44,0.775,5.54,8.257,58.54,8.76,6.955,2.255,7.383,4.68,0.1,-17.01,0.229
2020.0,0.766,60.28,15.44,8.48,3.74,24.28,5.67,8.93,2.633,0.447,2.417,0.707,5.866,0.078,104.55,2.66,20.786,5.091,0.85,0.23,-10.36,-32.6,0.475
2014.0,0.505,94.5,22.14,13.89,8.65,28.68,14.84,-1.64,2.891,0.628,1.807,0.644,3.558,13.03,66.98,3.1,17.346,5.31,1.458,0.5,3.2,-8.49,0.273
2021.0,0.967,12.87,12.87,8.9,5.18,23.08,6.62,4.71,2.198,0.683,2.42,0.708,5.101,24.667,45.13,1.28,37.228,8.591,2.575,0.11,8.68,64.08,0.328
2013.0,0.697,41.27,15.1,9.72,10.56,30.99,19.87,-2.98,4.191,1.116,2.072,0.674,3.685,15.248,63.15,4.22,18.019,5.716,2.567,0.5,1.79,-2.68,0.3
2009.0,0.492,-37.83,-37.83,11.4,0.39,-14.78,1.05,115.58,0.611,0.024,22.29,0.957,-144.178,-0.397,0.0,0.36,-8.317,0.734,2.183,0.64,-4.62,-36.39,0.429
2016.0,0.661,6.19,3.11,2.0,2.81,8.16,8.12,-1.13,5.287,1.384,1.667,0.625,8.217,5.538,50.63,4.53,11.304,0.826,0.675,0.4,1.92,-15.8,-0.013
2008.0,0.984,72.49,29.67,20.27,10.61,18.24,15.2,21.0,1.387,0.44,2.819,0.738,5.051,6.722,68.3,3.82,14.835,5.052,3.608,4.68,-0.23,35.6,0.361
2003.0,1.023,53.27,18.29,13.17,13.34,36.68,24.44,7.91,2.497,0.972,1.592,0.614,3.055,0.158,40.46,2.11,18.294,6.069,1.34,3.69,3.15,10.76,0.465
2019.0,1.151,36.95,4.1,1.65,1.74,6.16,3.92,0.26,3.514,0.986,0.927,0.481,4.509,19.063,118.68,4.92,11.829,0.764,1.792,0.75,1.64,-10.28,0.292
2012.0,1.092,37.8,37.8,20.23,3.27,20.79,7.13,3.41,2.174,0.156,4.684,0.824,9.185,2.199,68.99,5.1,11.461,2.324,2.842,0.5,1.51,0.78,0.087
2022.0,0.753,40.23,17.9,12.72,10.0,39.29,15.88,14.55,3.02,0.743,2.586,0.721,5.05,15.047,57.08,3.49,17.7,5.511,9.05,1.47,4.35,39.61,0.234
2011.0,1.196,59.89,29.18,18.8,10.15,41.29,15.4,8.14,1.772,0.62,2.839,0.74,3.667,5.635,53.02,3.13,13.676,6.992,4.475,0.5,1.15,37.93,0.372
2008.0,0.672,14.02,14.02,8.39,6.49,31.98,15.44,2.38,3.174,0.705,4.404,0.815,4.13,3.364,73.49,7.3,9.748,3.117,3.608,4.68,-0.23,35.6,0.227
2003.0,0.58,24.01,14.86,10.98,9.25,27.99,13.65,1.49,6.13,0.828,2.314,0.698,4.287,7.45,67.31,5.22,12.231,3.683,1.34,3.69,3.15,10.76,0.398
2023.0,1.443,36.37,23.83,14.85,15.59,71.23,61.9,11.44,1.647,1.238,4.047,0.802,4.4,24.2,5.67,2.24,4.768,1.963,7.383,4.68,0.1,-17.01,0.25
2011.0,0.72,-12.01,-12.01,-8.35,-0.14,-2.48,-0.38,-13.58,0.295,0.016,18.813,0.95,-1432.246,-0.382,0.0,0.18,-11.948,0.292,4.475,0.5,1.15,37.93,-0.441
2013.0,1.311,21.58,9.08,9.34,6.64,15.31,14.9,20.4,1.142,0.635,2.659,0.727,7.832,22.931,0.0,0.0,24.843,3.803,2.567,0.5,1.79,-2.68,0.14
2023.0,1.766,60.4,18.31,11.99,4.36,34.68,5.97,-8.67,1.492,0.514,2.946,0.747,3.929,4.082,47.09,1.95,23.223,10.449,7.383,4.68,0.1,-17.01,0.521
2020.0,2.763,69.39,6.47,9.83,4.41,10.83,5.84,-11.25,1.041,0.441,1.086,0.521,4.205,4.758,73.1,1.93,30.111,3.424,0.85,0.23,-10.36,-32.6,0.31
