year,CR,GPM,OPM,NPM,ROA,ROE,ROIC,ARG,CAT,TAT,TLE,TLTA,TLEBITDA,IC,DR,DY,PE,PB,UKCPI,UKINT,UKGDPG,OILM,FCFFR
2015.0,29.383,7.86,7.86,3.98,0.28,10.34,29.58,-45.68,0.433,0.061,20.228,0.953,197.099,0.038,90.06,3.13,15.628,1.141,0.042,0.5,2.22,-46.1,2.413
2014.0,1.351,24.34,8.41,5.89,7.31,10.88,11.53,-2.79,3.569,1.236,0.551,0.355,2.348,13.987,35.23,1.23,26.874,3.073,1.458,0.5,3.2,-8.49,0.2
2006.0,1.513,78.43,32.93,23.2,20.43,55.86,42.39,7.23,2.113,0.909,1.649,0.622,1.848,21.73,50.79,3.36,14.356,8.018,2.317,4.64,2.39,19.9,0.432
2008.0,0.246,21.07,21.07,6.63,0.24,14.86,1.33,-1.98,0.027,0.027,13.089,0.519,52.224,0.374,136.14,4.97,26.473,1.165,3.608,4.68,-0.23,35.6,-0.152
2008.0,2.383,72.41,72.41,83.38,11.97,19.94,13.13,0.0,0.142,0.142,0.723,0.42,2.984,3.825,8.18,2.27,3.728,0.761,3.608,4.68,-0.23,35.6,-0.501
2011.0,0.397,38.3,20.41,20.41,5.62,9.25,5.02,14.06,5.26,0.361,0.664,0.399,3.45,3.595,58.56,5.17,8.11,1.047,4.475,0.5,1.15,37.93,0.831
2018.0,0.646,39.11,15.67,8.9,4.43,24.92,9.76,0.56,2.119,0.498,3.786,0.791,6.307,4.843,131.14,6.58,15.862,3.953,2.483,0.6,1.4,30.58,0.237
2006.0,2.695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.371,0.0,0.0,0.0,6.52,0.0,1.267,2.317,4.64,2.39,19.9,-0.091
2017.0,0.569,52.61,52.61,20.93,3.92,29.08,7.7,-6.6,2.796,0.181,8.787,0.898,9.993,2.746,55.52,3.39,19.886,6.077,2.683,0.29,2.66,21.27,0.32
2010.0,1.806,46.7,15.74,11.19,9.35,31.12,18.62,3.94,2.393,0.801,2.144,0.682,4.041,6.696,42.77,3.04,14.345,3.965,3.308,0.5,2.24,28.19,0.337
2007.0,0.608,13.44,13.44,18.93,15.68,89.63,23.03,3.63,3.478,0.837,4.654,0.823,3.527,3.713,43.9,4.2,6.56,5.88,2.342,5.51,2.62,9.68,0.132
2003.0,0.783,75.99,28.71,14.79,3.46,10.44,7.81,5.18,1.685,0.224,2.289,0.696,6.516,2.192,95.2,8.03,11.74,1.278,1.34,3.69,3.15,10.76,0.091
2016.0,55.981,2.35,2.35,1.66,0.29,18.28,14.64,478.45,3.05,0.157,63.239,0.984,2.114,8.67,67.63,5.65,12.043,2.017,0.675,0.4,1.92,-15.8,9.761
2005.0,0.673,34.79,8.62,7.83,9.58,23.45,10.51,-6.03,9.0,1.539,4.353,0.813,4.349,0.053,41.57,4.19,9.798,6.287,2.042,4.65,2.74,45.31,0.946
2013.0,1.33,14.05,7.33,6.19,7.74,12.74,11.84,0.9,4.148,1.314,1.344,0.573,5.293,32.942,29.46,3.83,9.011,1.156,2.567,0.5,1.79,-2.68,-0.04
2004.0,0.851,24.67,24.67,14.0,7.15,28.53,14.16,-27.36,1.472,0.504,2.08,0.675,5.547,4.695,60.13,3.83,14.406,3.5,1.35,4.39,2.43,33.32,0.164
2011.0,1.157,17.51,8.79,6.84,9.09,22.72,13.7,26.39,3.722,1.239,1.605,0.616,4.615,41.879,21.34,2.91,5.975,1.205,4.475,0.5,1.15,37.93,0.056
2015.0,0.885,8.95,8.95,5.47,4.61,17.88,25.25,8.8,2.651,0.836,5.69,0.851,8.657,8.583,72.07,4.14,16.788,5.268,0.042,0.5,2.22,-46.1,0.462
2014.0,1.057,46.02,46.02,24.69,5.45,21.69,9.62,-4.09,2.535,0.223,6.237,0.862,8.258,2.17,44.15,4.25,21.019,3.996,1.458,0.5,3.2,-8.49,0.095
2003.0,1.422,52.13,5.31,1.42,0.83,1.06,2.36,-9.98,1.601,0.612,1.052,0.513,5.79,2.215,350.73,3.77,1.616,1.616,1.34,3.69,3.15,10.76,0.107
2019.0,1.858,27.96,15.11,9.8,6.55,14.41,11.03,8.19,1.564,0.374,0.789,0.441,4.696,14.882,0.0,4.13,17.399,1.141,1.792,0.75,1.64,-10.28,0.245
2016.0,6.347,3.41,3.41,2.67,0.45,24.19,9.59,73.93,3.16,0.156,31.079,0.969,185.826,0.068,58.0,3.02,12.574,2.864,0.675,0.4,1.92,-15.8,0.495
2013.0,5.327,3.42,3.42,2.57,0.43,14.75,9.27,-3.79,3.227,0.161,32.772,0.97,176.398,0.059,63.58,2.28,23.249,3.555,2.567,0.5,1.79,-2.68,0.346
2010.0,1.955,48.13,8.31,5.41,7.29,17.7,12.27,-0.21,2.61,1.347,1.382,0.58,3.84,13.032,90.91,5.0,17.868,3.16,3.308,0.5,2.24,28.19,0.4
2004.0,0.016,30.39,30.39,-22.03,0.66,20.12,1.47,15.64,0.027,0.027,31.103,0.969,108.268,0.637,47.06,3.77,11.623,2.256,1.35,4.39,2.43,33.32,-0.063
2013.0,1.288,54.39,7.97,10.61,4.83,7.71,4.57,2.22,1.643,0.464,0.916,0.478,5.799,4.927,72.07,3.39,1.924,1.924,2.567,0.5,1.79,-2.68,0.156
2022.0,0.953,8.61,-1.4,-3.29,-2.79,216.62,-13.22,61.02,1.148,0.818,21.686,0.956,4.912,-1.883,-22.56,1.04,1.557,4.455,9.05,1.47,4.35,39.61,0.04
2016.0,1.542,60.93,29.9,21.69,10.36,41.5,15.63,5.03,1.232,0.42,2.09,0.676,4.95,6.731,66.15,2.65,24.32,6.268,0.675,0.4,1.92,-15.8,0.277
2009.0,1.607,109.87,109.87,92.19,-32.69,-64.73,-36.14,0.0,-0.422,-0.422,1.648,0.622,-1.291,42.446,-3.29,6.32,-0.529,0.544,2.183,0.64,-4.62,-36.39,-0.99
2013.0,0.889,12.57,12.57,2.09,1.89,-56.57,11.14,-19.55,1.934,0.898,-9.595,1.116,4.831,2.878,112.14,1.83,16.036,-9.072,2.567,0.5,1.79,-2.68,0.087
2017.0,1.54,60.72,26.51,21.92,9.38,37.43,12.27,-9.25,1.613,0.525,2.026,0.669,3.969,5.976,58.68,2.51,21.338,7.571,2.683,0.29,2.66,21.27,0.486
2016.0,1.874,134.91,134.91,141.96,8.96,3.41,9.99,22.34,3.106,0.063,0.281,0.22,6.218,6.304,20.66,3.01,22.857,0.743,0.675,0.4,1.92,-15.8,-0.206
2016.0,1.403,34.78,20.7,15.96,28.91,215.16,46.63,4.43,2.543,1.793,6.473,0.866,2.043,27.11,35.07,5.6,15.104,32.498,0.675,0.4,1.92,-15.8,0.387
2003.0,1.964,2.36,2.36,2.03,0.35,12.54,16.73,-1.91,28.154,0.159,37.324,0.974,3.145,0.0,79.03,4.8,16.139,2.0,1.34,3.69,3.15,10.76,0.964
2017.0,0.977,20.27,12.0,13.82,5.33,19.49,9.31,-8.64,0.867,0.391,2.381,0.704,10.261,6.232,41.49,4.21,9.747,1.795,2.683,0.29,2.66,21.27,0.088
2014.0,0.612,6.31,4.14,1.53,1.94,13.65,7.96,0.24,4.857,1.267,2.407,0.707,7.915,5.886,122.3,4.38,12.68,1.843,1.458,0.5,3.2,-8.49,0.059
2011.0,0.559,12.76,12.76,7.48,5.75,83.97,21.49,-3.75,5.107,0.853,11.066,0.917,3.744,3.038,38.14,3.77,8.795,7.385,4.475,0.5,1.15,37.93,0.245
2004.0,0.567,7.82,5.63,3.57,6.28,15.28,7.33,18.5,9.86,1.664,1.303,0.566,4.213,6.379,45.44,1.53,17.979,2.459,1.35,4.39,2.43,33.32,0.102
2004.0,1.004,38.2,38.2,19.47,3.09,4.97,5.73,19.49,7.424,0.153,0.602,0.376,6.087,2.205,59.99,2.99,19.448,0.929,1.35,4.39,2.43,33.32,0.172
2009.0,1.141,21.86,9.08,6.93,7.14,18.18,9.55,-33.75,3.661,1.05,1.311,0.567,3.749,30.269,63.28,5.97,10.015,1.78,2.183,0.64,-4.62,-36.39,0.132
2009.0,0.961,16.79,16.79,6.04,2.3,31.69,5.6,36.78,2.313,0.351,10.161,0.91,9.012,2.277,92.59,6.06,9.356,3.471,2.183,0.64,-4.62,-36.39,0.013
2011.0,1.244,24.56,7.26,4.89,5.55,8.81,8.01,8.83,3.498,1.085,0.652,0.395,3.312,8.162,36.03,2.15,16.471,1.433,4.475,0.5,1.15,37.93,0.111
2011.0,1.202,22.01,9.62,7.64,5.21,21.14,11.9,0.35,1.338,0.677,2.634,0.725,7.435,20.98,0.0,0.0,14.631,3.092,4.475,0.5,1.15,37.93,0.13
2014.0,0.845,10.99,-4.32,-3.44,-4.39,6.41,-8.75,10.68,3.623,1.296,6.389,0.865,5.7,-5.691,-66.83,6.24,54.505,4.509,1.458,0.5,3.2,-8.49,-0.038
2003.0,0.802,15.01,15.01,8.22,6.02,27.85,10.67,0.64,1.731,0.545,2.053,0.672,4.877,3.8,1600.0,2.77,547.842,5.183,1.34,3.69,3.15,10.76,0.253
2007.0,0.742,7.25,7.25,6.3,4.69,13.95,9.25,16.02,2.018,0.706,2.376,0.704,8.652,4.307,48.12,2.28,19.754,2.965,2.342,5.51,2.62,9.68,0.459
2019.0,1.088,14.6,14.6,9.22,4.85,24.57,12.33,-1.24,2.243,0.506,3.553,0.78,4.889,5.75,21.19,6.8,8.857,2.176,1.792,0.75,1.64,-10.28,0.057
2015.0,0.597,-3.87,-10.1,-10.09,-12.17,-2.37,-22.05,-10.44,4.816,1.287,5.253,0.84,19.097,-14.52,-1.64,4.59,-77.216,2.819,0.042,0.5,2.22,-46.1,-0.066
2008.0,1.2,79.12,28.6,19.31,12.88,24.26,21.0,0.07,1.573,0.537,1.913,0.657,3.313,13.097,48.81,3.68,12.201,3.687,3.608,4.68,-0.23,35.6,0.049
2014.0,0.96,87.3,13.05,9.34,4.17,13.73,9.81,4.62,0.921,0.433,2.402,0.706,10.069,5.953,46.36,2.58,17.217,2.278,1.458,0.5,3.2,-8.49,0.132
2017.0,1.689,35.16,35.16,21.89,9.47,20.57,13.71,18.5,2.193,0.439,0.873,0.466,2.522,13.949,59.14,4.77,10.307,1.83,2.683,0.29,2.66,21.27,0.935
2021.0,1.86,22.55,6.35,3.44,2.85,4.21,2.35,-0.38,2.274,0.822,0.689,0.408,3.876,6.302,44.13,0.33,25.523,1.493,2.575,0.11,8.68,64.08,0.271
2012.0,1.523,42.74,42.74,9.7,2.24,23.76,6.18,3.47,2.111,0.229,6.861,0.873,8.614,1.979,92.54,4.33,14.892,3.738,2.842,0.5,1.51,0.78,0.131
2015.0,1.236,62.99,43.34,35.21,17.9,94.86,35.18,3.99,1.442,0.448,5.02,0.834,6.206,15.831,46.43,5.79,21.98,7.531,0.042,0.5,2.22,-46.1,0.078
2022.0,1.088,41.57,5.97,-1.03,-0.87,28.07,-0.68,53.03,2.202,0.823,2.472,0.712,3.768,6.959,-183.74,4.15,5.239,1.244,9.05,1.47,4.35,39.61,0.284
2007.0,2.634,81.43,81.43,76.91,15.98,25.59,17.47,0.0,0.2,0.2,0.612,0.38,1.903,5.645,7.47,1.55,4.843,1.204,2.342,5.51,2.62,9.68,-0.05
2016.0,0.921,86.16,14.22,9.73,4.42,18.65,11.03,17.6,0.932,0.416,2.539,0.717,9.423,8.348,51.64,2.55,15.293,2.476,0.675,0.4,1.92,-15.8,0.102
2023.0,0.905,83.34,-57.67,-52.66,-10.55,-11.97,-10.75,-1.35,1.923,0.23,1.243,0.554,3.691,-8.574,-36.42,9.85,-5.373,0.97,7.383,4.68,0.1,-17.01,0.556
2023.0,0.825,-47.27,-47.27,-75.03,-5.19,4.84,-3.76,17.19,2.705,0.075,0.551,0.355,6.301,-4.535,-46.17,6.28,12.751,0.651,7.383,4.68,0.1,-17.01,-0.228
2006.0,0.543,91.41,25.41,16.3,8.16,-27.83,-17.48,23.17,3.085,0.423,1.262,0.558,4.623,13.133,30.4,1.2,21.324,3.326,2.317,4.64,2.39,19.9,0.303
2008.0,0.834,27.85,27.85,6.77,3.86,39.56,12.66,82.71,2.342,0.482,2.99,0.749,4.542,7.911,38.83,5.24,10.029,1.306,3.608,4.68,-0.23,35.6,0.268
2016.0,0.88,66.69,9.51,3.27,1.62,18.38,7.48,16.58,1.669,0.472,10.904,0.916,5.907,3.951,430.11,6.32,18.362,15.454,0.675,0.4,1.92,-15.8,0.247
2021.0,1.956,33.51,33.51,30.35,0.41,7.81,2.22,-8.53,0.06,0.014,17.707,0.947,163.361,2.479,38.47,3.93,8.752,0.619,2.575,0.11,8.68,64.08,-0.015
2011.0,1.281,29.27,17.13,12.16,23.01,172.08,47.24,-3.19,3.09,1.84,6.712,0.87,2.249,25.111,35.15,3.72,8.717,15.0,4.475,0.5,1.15,37.93,0.364
2004.0,1.674,53.79,12.95,8.68,10.03,17.99,14.56,2.1,2.16,1.153,0.913,0.477,2.395,33.897,119.74,5.07,22.555,4.316,1.35,4.39,2.43,33.32,0.386
2005.0,0.985,3.35,3.35,1.82,0.39,15.99,5.48,21.3,5.013,0.198,37.646,0.974,146.81,0.066,51.65,2.9,17.549,2.446,2.042,4.65,2.74,45.31,-0.05
2015.0,0.744,6.95,6.95,4.94,9.99,47.28,19.76,4.37,6.366,2.011,3.486,0.777,4.193,12.729,56.22,2.62,19.543,8.946,0.042,0.5,2.22,-46.1,0.258
2016.0,0.734,19.0,19.0,12.97,7.03,24.65,18.09,5.75,2.209,0.439,3.249,0.765,5.143,7.181,49.12,2.45,17.603,4.339,0.675,0.4,1.92,-15.8,0.224
2005.0,0.974,37.44,8.84,5.83,5.94,10.18,8.4,10.49,3.933,0.99,0.762,0.432,4.0,15.401,55.18,2.87,15.991,1.626,2.042,4.65,2.74,45.31,0.079
2005.0,1.228,54.87,20.1,16.01,16.59,38.99,29.61,7.96,2.235,0.992,1.27,0.559,2.532,0.6,42.39,1.89,20.726,7.471,2.042,4.65,2.74,45.31,0.496
2021.0,34.648,6.63,6.63,4.92,0.36,21.3,7.01,-9.52,1.407,0.078,52.243,0.981,1.865,9.429,52.12,5.99,7.951,1.623,2.575,0.11,8.68,64.08,-0.133
2005.0,3.877,7.57,7.57,3.5,0.7,23.3,8.53,25.52,1.765,0.191,22.751,0.958,65.769,0.084,37.1,3.05,9.889,1.523,2.042,4.65,2.74,45.31,0.25
2014.0,2.1,74.83,16.22,10.85,7.63,16.81,9.81,6.11,1.791,0.598,0.808,0.447,2.504,21.4,52.76,1.39,26.414,4.206,1.458,0.5,3.2,-8.49,0.271
2005.0,1.36,32.78,15.77,10.32,6.69,16.91,9.64,12.05,1.338,0.334,0.882,0.469,6.084,9.558,45.95,2.12,28.383,1.842,2.042,4.65,2.74,45.31,0.28
2010.0,1.578,35.53,35.53,25.81,13.56,27.6,18.66,31.91,2.405,0.494,0.748,0.428,2.109,18.287,14.88,1.29,9.652,2.127,3.308,0.5,2.24,28.19,0.996
2023.0,0.68,6.61,1.79,0.66,0.78,5.52,3.44,5.34,3.986,1.204,2.607,0.723,9.373,6.861,145.56,5.13,14.362,0.857,7.383,4.68,0.1,-17.01,0.16
2022.0,0.951,5.7,5.7,4.36,6.62,22.1,10.72,42.46,3.816,1.361,2.175,0.685,5.567,39.444,50.32,1.3,27.097,5.458,9.05,1.47,4.35,39.61,0.203
2022.0,1.977,37.74,37.74,25.84,0.48,11.54,2.73,33.84,0.097,0.019,18.73,0.949,112.52,2.086,39.94,12.35,6.425,0.711,9.05,1.47,4.35,39.61,-0.339
2015.0,1.877,44.6,7.99,5.55,8.04,15.78,14.87,-0.54,2.323,1.371,1.508,0.601,4.793,14.254,73.44,4.86,18.371,2.884,0.042,0.5,2.22,-46.1,0.186
2015.0,0.689,38.65,6.8,4.72,6.04,18.32,10.47,0.02,7.087,1.258,1.562,0.61,3.807,0.07,60.61,3.21,16.137,2.73,0.042,0.5,2.22,-46.1,0.346
2018.0,2.041,43.0,14.69,11.9,5.36,2.65,4.41,-29.02,1.187,0.45,1.261,0.558,5.912,5.262,63.64,2.69,110.712,2.792,2.483,0.6,1.4,30.58,0.186
2005.0,0.679,6.24,6.24,5.02,3.03,12.37,9.89,24.98,1.819,0.545,6.216,0.861,14.394,2.216,59.2,2.73,22.222,4.383,2.042,4.65,2.74,45.31,0.331
2003.0,0.667,4.37,4.37,1.64,2.07,6.25,5.48,9.34,5.435,1.301,2.269,0.694,5.926,3.224,101.2,2.1,41.218,2.878,1.34,3.69,3.15,10.76,0.147
2012.0,2.33,169.8,169.8,316.87,-15.11,-25.95,-16.35,0.0,-0.053,-0.053,0.752,0.429,-4.572,43.2,-9.78,2.44,-2.586,0.764,2.842,0.5,1.51,0.78,-0.333
2022.0,1.933,22.23,7.5,4.12,3.82,5.44,3.58,22.42,2.17,0.86,0.712,0.416,3.833,9.386,49.32,3.64,10.56,0.904,9.05,1.47,4.35,39.61,0.302
2003.0,0.869,20.78,2.49,1.12,2.02,5.6,6.49,3.29,4.371,1.741,1.803,0.643,11.075,4.677,34.76,1.03,31.253,1.707,1.34,3.69,3.15,10.76,0.166
2003.0,0.472,44.63,12.87,12.87,0.69,-0.54,0.84,134.32,14.478,0.198,0.077,0.072,0.991,2.501,-11.82,1.11,-9.004,0.621,1.34,3.69,3.15,10.76,-0.147
2010.0,0.772,23.51,23.51,9.9,3.15,37.68,6.47,-10.35,2.765,0.322,9.343,0.903,8.468,3.671,79.52,4.1,10.909,3.987,3.308,0.5,2.24,28.19,0.17
2006.0,2.016,72.33,20.15,26.81,29.89,25.95,25.12,97.51,1.776,0.904,0.486,0.327,1.385,46.667,13.65,1.03,12.565,4.527,2.317,4.64,2.39,19.9,0.193
2021.0,2.188,29.79,29.79,26.14,0.47,8.42,2.41,-7.14,0.018,0.018,13.305,0.93,123.599,1.89,40.33,5.09,8.512,0.596,2.575,0.11,8.68,64.08,0.482
2015.0,2.149,55.66,-10.21,18.42,7.15,4.31,-3.4,-1.59,1.09,0.384,0.813,0.448,4.926,-7.475,51.38,7.0,0.942,0.942,0.042,0.5,2.22,-46.1,0.163
2018.0,2.1,73.53,17.6,13.52,8.33,16.95,12.12,2.92,1.524,0.582,0.653,0.395,2.277,14.627,47.37,1.85,21.483,3.4,2.483,0.6,1.4,30.58,0.414
2005.0,0.831,20.29,20.29,18.58,8.95,15.4,8.34,0.95,1.091,0.361,1.821,0.645,5.379,3.429,65.38,3.52,16.913,3.467,2.042,4.65,2.74,45.31,0.2
2007.0,1.566,25.62,7.93,5.43,5.48,8.8,8.4,13.41,3.01,0.974,0.564,0.36,3.024,9.293,41.76,2.39,17.013,1.406,2.342,5.51,2.62,9.68,0.167
2016.0,0.639,61.19,23.94,19.33,11.01,26.63,14.43,6.83,2.748,0.526,1.138,0.532,3.41,0.445,58.88,2.15,23.624,5.721,0.675,0.4,1.92,-15.8,0.445
2021.0,7.816,39.42,39.42,33.03,0.66,11.18,3.18,7.85,0.229,0.02,15.679,0.94,85.676,1.979,26.67,2.86,6.724,0.639,2.575,0.11,8.68,64.08,-0.822
2018.0,1.627,23.01,8.33,6.47,7.6,10.96,11.18,1.41,2.947,1.137,0.473,0.321,2.348,26.04,35.29,1.85,17.17,1.904,2.483,0.6,1.4,30.58,0.169
2007.0,0.92,28.37,13.75,13.33,16.01,16.05,16.61,1.92,2.692,0.635,0.84,0.456,3.301,17.644,28.69,1.89,21.308,3.318,2.342,5.51,2.62,9.68,0.342
2023.0,11.801,38.04,38.04,27.68,0.62,12.99,3.03,61.61,0.253,0.022,17.61,0.946,80.139,0.524,33.16,5.78,5.94,0.64,7.383,4.68,0.1,-17.01,0.074
2018.0,4.204,29.75,29.75,22.04,0.55,11.27,2.48,-8.65,0.362,0.025,14.889,0.937,89.445,2.403,58.36,6.24,7.526,0.735,2.483,0.6,1.4,30.58,2.521
2019.0,1.011,10.95,10.95,10.44,8.76,20.94,10.35,9.79,2.891,0.788,2.387,0.705,4.609,8.498,33.59,1.02,39.91,8.358,1.792,0.75,1.64,-10.28,0.421
2017.0,0.736,27.15,27.15,19.82,0.44,8.05,1.92,6.06,0.023,0.023,11.745,0.922,109.579,1.43,106.25,4.56,14.28,1.048,2.683,0.29,2.66,21.27,-0.006
2011.0,0.884,93.58,25.76,14.17,6.92,15.23,14.29,4.41,1.848,0.486,0.606,0.377,2.634,23.868,67.94,3.06,13.274,1.988,4.475,0.5,1.15,37.93,0.374
2008.0,0.768,10.22,6.61,5.72,7.51,31.31,12.09,28.56,2.961,1.108,3.622,0.784,8.25,4.31,59.84,4.12,13.995,4.099,3.608,4.68,-0.23,35.6,0.089
2016.0,2.123,54.02,-56.99,-51.34,-21.54,-0.63,-28.15,1.88,1.114,0.452,1.315,0.568,5.595,-35.054,-18.13,6.3,1.548,1.548,0.675,0.4,1.92,-15.8,0.244
2010.0,0.766,7.98,7.98,-0.94,-1.23,-82.6,-6.25,-1.36,4.51,1.386,-15.389,1.069,3.411,1.278,0.0,0.0,17.005,-14.046,3.308,0.5,2.24,28.19,0.109
2022.0,2.024,26.6,26.6,17.16,0.36,5.99,1.8,31.51,0.289,0.021,15.393,0.939,136.206,0.608,20.95,3.75,8.233,0.432,9.05,1.47,4.35,39.61,1.186
2003.0,0.834,29.13,29.13,13.16,6.28,713.56,15.24,44.21,1.334,0.462,116.424,0.991,5.64,3.612,72.55,3.55,16.992,121.245,1.34,3.69,3.15,10.76,0.173
2003.0,1.626,76.29,21.81,16.11,13.45,23.88,21.63,0.06,1.645,0.873,0.778,0.438,1.75,128.469,44.66,1.65,24.416,6.104,1.34,3.69,3.15,10.76,0.17
2014.0,1.221,37.03,6.54,6.37,7.19,9.34,10.28,5.22,3.265,1.133,0.555,0.357,3.638,72.8,33.0,2.55,15.095,1.39,1.458,0.5,3.2,-8.49,0.194
2008.0,1.327,45.48,14.97,11.57,9.4,30.2,16.14,7.42,2.14,0.791,2.195,0.687,4.668,8.044,49.06,3.24,15.125,4.423,3.608,4.68,-0.23,35.6,0.154
2020.0,21.131,6.74,6.74,6.01,0.6,11.8,1.56,-31.44,1.534,0.097,22.339,0.957,142.197,0.069,29.91,1.98,5.951,0.621,0.85,0.23,-10.36,-32.6,-1.905
2014.0,1.759,33.16,19.44,14.79,27.4,197.56,48.61,4.97,2.548,1.744,6.493,0.867,2.16,28.739,35.24,1.76,16.532,32.66,1.458,0.5,3.2,-8.49,0.61
2018.0,0.915,8.36,3.71,3.02,3.49,21.01,6.14,-6.16,4.245,1.174,3.439,0.775,7.842,2.844,116.48,4.55,15.298,2.496,2.483,0.6,1.4,30.58,0.103
2011.0,0.958,38.34,38.34,30.28,4.82,22.5,9.35,-3.8,2.515,0.162,4.568,0.82,8.615,2.139,44.64,5.6,11.249,2.403,4.475,0.5,1.15,37.93,0.181
2008.0,1.509,23.17,6.9,4.34,4.72,7.98,7.55,21.1,2.962,1.01,0.683,0.406,3.767,7.676,44.8,2.54,17.219,1.269,3.608,4.68,-0.23,35.6,0.049
2007.0,1.113,78.28,30.65,18.93,14.37,27.31,26.07,0.12,1.734,0.611,2.215,0.689,3.053,27.045,50.0,4.19,11.271,4.191,2.342,5.51,2.62,9.68,0.167
2014.0,2.127,43.82,31.62,20.06,-3.66,7.76,-1.47,-7.73,2.077,0.45,1.051,0.513,2.992,0.166,14.51,4.35,4.016,0.744,1.458,0.5,3.2,-8.49,-0.036
2013.0,0.431,9.74,9.74,-1.82,0.04,7.08,0.25,6.29,0.022,0.022,20.011,0.952,154.85,1.041,25.25,3.82,11.911,0.685,2.567,0.5,1.79,-2.68,0.067
2010.0,0.986,36.15,5.68,3.69,3.87,7.77,5.87,4.76,3.106,1.067,0.987,0.497,5.823,8.178,33.33,2.49,13.266,1.012,3.308,0.5,2.24,28.19,0.252
2015.0,1.144,290.28,290.28,313.71,17.87,3.76,19.38,7.52,1.212,0.052,0.403,0.287,8.711,10.84,10.41,2.32,27.679,0.933,0.042,0.5,2.22,-46.1,0.283
2003.0,1.129,14.73,14.73,14.34,9.61,99.3,10.9,1.52,1.714,0.664,9.431,0.904,4.404,1.714,20.83,2.7,5.068,5.033,1.34,3.69,3.15,10.76,0.298
2008.0,1.405,19.86,8.6,-14.76,-10.0,-60.23,15.85,22.15,1.004,0.592,5.898,0.855,11.974,11.319,0.0,0.0,-4.617,2.781,3.608,4.68,-0.23,35.6,0.105
2003.0,0.053,33.04,33.04,21.63,0.92,9.65,2.47,9.09,2.908,0.04,14.773,0.937,46.167,1.067,65.41,5.13,21.64,1.693,1.34,3.69,3.15,10.76,0.367
2011.0,9.438,4.7,4.7,0.73,0.07,4.76,-11.8,-38.76,1.004,0.097,19.333,0.951,197.482,0.027,448.36,5.15,14.381,0.566,4.475,0.5,1.15,37.93,-0.221
2008.0,0.688,32.0,17.76,11.96,11.04,25.22,16.14,3.3,2.46,0.475,1.286,0.563,4.549,11.44,37.04,4.16,10.503,1.363,3.608,4.68,-0.23,35.6,0.255
2017.0,7.655,87.11,87.11,88.31,26.49,29.69,27.77,78.97,0.258,0.258,0.15,0.131,0.563,31.776,15.66,3.15,4.772,1.249,2.683,0.29,2.66,21.27,0.0
2021.0,1.793,18.99,18.99,11.9,13.32,33.12,23.24,63.3,1.477,0.425,0.898,0.473,3.923,40.628,35.71,8.01,14.913,1.43,2.575,0.11,8.68,64.08,0.571
2023.0,1.046,11.11,11.11,7.09,3.3,9.27,4.89,44.72,1.993,0.483,1.722,0.633,6.566,5.0,57.33,1.81,29.339,2.72,7.383,4.68,0.1,-17.01,0.266
2015.0,0.817,40.7,15.65,13.31,6.04,30.75,12.41,-6.12,1.701,0.422,4.29,0.811,7.419,4.203,79.71,3.85,18.651,5.735,0.042,0.5,2.22,-46.1,0.281
2010.0,0.643,5.42,3.53,2.93,5.6,9.33,7.64,5.57,11.11,1.839,1.186,0.543,5.094,5.771,44.24,3.89,14.21,1.248,3.308,0.5,2.24,28.19,0.031
2012.0,2.305,74.14,20.45,17.43,13.88,17.07,14.78,-3.12,1.978,0.752,0.453,0.312,1.377,94.0,32.47,1.79,17.195,2.738,2.842,0.5,1.51,0.78,0.709
2020.0,4.775,7.61,7.61,8.09,0.16,3.43,0.7,-24.79,0.221,0.019,16.632,0.943,206.964,0.554,47.5,0.16,17.699,0.522,0.85,0.23,-10.36,-32.6,1.124
2015.0,1.09,75.45,34.85,32.74,14.88,24.82,17.29,-6.21,1.335,0.416,5.263,0.84,4.936,7.754,66.87,3.94,16.385,13.971,0.042,0.5,2.22,-46.1,0.462
2007.0,0.568,10.29,10.29,29.79,34.98,1125.73,18.7,19.54,3.753,1.124,32.624,0.97,4.486,1.615,20.32,6.08,3.343,37.635,2.342,5.51,2.62,9.68,0.089
2016.0,1.18,20.11,8.8,6.17,8.15,41.6,19.13,-3.11,2.916,1.238,6.698,0.87,7.412,9.24,38.22,4.15,16.043,4.51,0.675,0.4,1.92,-15.8,0.224
2013.0,1.128,78.06,36.21,25.58,14.4,25.01,21.16,0.46,1.603,0.568,2.876,0.742,3.188,9.0,69.6,4.27,14.724,8.81,2.567,0.5,1.79,-2.68,0.451
2008.0,1.0,60.78,60.78,-102.67,-4.67,-0.9,0.66,-50.69,0.522,0.049,0.734,0.423,13.082,1.864,-39.78,4.35,-8.529,0.739,3.608,4.68,-0.23,35.6,0.029
2005.0,1.012,28.06,28.06,18.95,9.6,15.65,14.31,-13.4,1.579,0.489,1.77,0.639,4.058,7.564,56.18,3.34,15.422,3.962,2.042,4.65,2.74,45.31,0.331
2014.0,1.456,23.32,9.44,0.5,0.31,14.12,-15.92,-6.19,1.228,0.618,2.48,0.713,7.4,20.571,0.0,0.0,18.153,2.564,1.458,0.5,3.2,-8.49,0.069
